142071 silly lifecycle tryor@0.1.2~preinstall: no script for preinstall, continuing
142431 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\babylon
142432 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\backo2
142433 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\balanced-match
142434 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\Base64
142435 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\base64-arraybuffer
142436 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\base64-js
142437 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\base64id
142438 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\batch
142439 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\beeper
142440 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\benchmark
142441 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\big.js
142442 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\binary-extensions
142443 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\binaryextensions
142444 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\bindings
142445 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\blob
142446 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\bluebird
142447 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\body-parser\node_modules\qs
142448 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\bower-config\node_modules\graceful-fs
142449 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\bower-config\node_modules\osenv
142450 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\browser-sync-spa\node_modules\connect-history-api-fallback
142451 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\buffer-shims
142452 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\builtin-modules
142453 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\bytes
142454 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\callsite
142455 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\better-assert
142456 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\camelcase
142457 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\caniuse-db
142458 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\browserslist
142459 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\caseless
142460 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\circular-json
142461 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\clean-css\node_modules\source-map
142462 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\cli-width
142463 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\clone
142464 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\clone-stats
142465 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\color-convert
142466 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\color-name
142467 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\color-string
142468 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\color
142469 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\colors
142470 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\component-bind
142471 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\component-emitter
142472 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\component-inherit
142473 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\concat-map
142474 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\brace-expansion
142475 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\babel-register\node_modules\minimatch
142476 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\connect-history-api-fallback
142477 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\console-control-strings
142478 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\constants-browserify
142479 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\content-type
142480 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\convert-source-map
142481 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\core-js
142482 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\core-util-is
142483 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\css-color-names
142484 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\ctype
142485 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\currently-unhandled
142486 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\custom-event
142487 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\dashdash\node_modules\assert-plus
142488 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\dashdash
142489 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\date-now
142490 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\console-browserify
142491 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\deap
142492 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\decamelize
142493 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\deep-is
142494 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\defaults
142495 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\defined
142496 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\del\node_modules\pinkie
142497 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\del\node_modules\pinkie-promise
142498 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\delayed-stream
142499 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\combined-stream
142500 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\delegates
142501 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\depd
142502 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\deprecated
142503 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\destroy
142504 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\dev-ip
142505 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\di
142506 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\doctrine\node_modules\esutils
142507 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\doctrine\node_modules\isarray
142508 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\doctrine
142509 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\domain-browser
142510 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\duplexer
142511 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\duplexer2\node_modules\isarray
142512 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\ee-first
142513 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\emitter-steward
142514 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\emojis-list
142515 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\encodeurl
142516 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io-parser\node_modules\isarray
142517 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io-parser\node_modules\has-binary
142518 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io\node_modules\mime-db
142519 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io\node_modules\mime-types
142520 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io\node_modules\negotiator
142521 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\engine.io\node_modules\accepts
142522 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\ent
142523 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es6-symbol
142524 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es6-iterator
142525 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es5-ext
142526 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\d
142527 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es6-weak-map
142528 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escape-html
142529 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escape-string-regexp
142530 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escodegen\node_modules\estraverse
142531 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escodegen\node_modules\fast-levenshtein
142532 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escodegen\node_modules\source-map
142533 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\escodegen\node_modules\wordwrap
142534 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\eslint-loader\node_modules\object-assign
142535 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\eslint\node_modules\espree
142536 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\eslint\node_modules\minimatch
142537 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\esprima
142538 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\estraverse
142539 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\estraverse-fb
142540 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\esutils
142541 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\etag
142542 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\event-emitter
142543 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es6-set
142544 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\es6-map
142545 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\eventemitter3
142546 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\events
142547 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\exit
142548 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\exit-hook
142549 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\expand-braces\node_modules\is-number
142550 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\expand-braces\node_modules\repeat-string
142551 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\expand-braces\node_modules\expand-range
142552 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\expand-braces\node_modules\braces
142553 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\expand-braces
142554 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\express\node_modules\mkdirp
142555 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\extend
142556 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\agent-base
142557 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\extract-zip\node_modules\debug
142558 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\extract-zip\node_modules\minimist
142559 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\extract-zip\node_modules\mkdirp
142560 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\extsprintf
142561 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fast-levenshtein
142562 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\filename-regex
142563 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\find-index
142564 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fined\node_modules\lodash.isarray
142565 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fined\node_modules\lodash.isplainobject
142566 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\first-chunk-stream
142567 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\flagged-respawn
142568 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\flatten
142569 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\for-in
142570 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\for-own
142571 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\forever-agent
142572 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fork-stream
142573 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\formidable
142574 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fresh
142575 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\browser-sync-client
142576 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\from
142577 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fs-exists-sync
142578 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\detect-file
142579 silly finalize E:\Development\MEAN-Stack\front-end\node_modules\fs.realpath
